profile_url,name,num_hits,matches,snippets,personal_urls,cv_filename
https://business.gwu.edu/john-frechette,John Frechette,0,,,,
https://business.gwu.edu/john-j-forrer,John J. Forrer,0,,,https://globalfoodinstitute.gwu.edu/,
https://business.gwu.edu/jorge-e-rivera,Jorge E. Rivera,0,,,https://sites.google.com/site/jorgeriveragwu/home,jorge_rivera_cv_august_2023.pdf
https://business.gwu.edu/jorge-walter,Jorge Walter,2,artificial intelligence,"gement Journal . His latest book, “ Reconceptualizing organizational control: Managing in the age of hybrid workplaces, artificial intelligence, and the gig economy, ” is published by Cambridge University Press. Dr. Walter has served as associate editor of the Jo || s Kreutzer, M. & Walter, J. (2025). Reconceptualizing organizational control: Managing in the age of hybrid workplaces, artificial intelligence, and the gig economy . Cambridge University Press. Walter, J., Kreutzer, M., & Kreutzer, K. (2021). Setting the tone fo",http://www.jorgewalter.com/,CV_JWalter_January2026.pdf
https://business.gwu.edu/jungho-suh,Jungho Suh,2,Generative AI,"on Sense Meets Traveler Rights. ” Hotel Business Review (2024, December) “Evidence-Based Hotel Management in the Age of Generative AI.” Link: https://www.hotelexecutive.com/feature_focus/8126/evidence-based-hotel-… Suh, J. (2024, June 27). Harnessing To ||  via The National Desk (August 2023). Presentations Suh, J. (July 2024). “Evidence-based Entrepreneurship in the Age of Generative AI.” ICSB World Congress 2024, Berlin, Germany. Suh, J. (July 2023). “Relationship Between Jinju City, Capital of K-Entrep",https://www.hotelexecutive.com/business_review/8271/competing-with-short-term-rentals-via-community-building  ,
https://business.gwu.edu/kathy-korman-frey,Kathy Korman Frey,0,,,,
https://business.gwu.edu/keehea-moon,Keehea Moon,0,,,,
https://business.gwu.edu/khaled-falah,Khaled Falah,0,,,,
https://business.gwu.edu/kyle-welch,Kyle Welch,0,,,https://www.kylewelch.com/,
https://business.gwu.edu/laura-dantonio,Laura D'Antonio,0,,,,CV updated 071825.doc
https://business.gwu.edu/leo-moersen,Leo  Moersen,0,,,,
https://business.gwu.edu/li-jiang,Li Jiang,3,AI; artificial intelligence; prediction," (ABS4) Kim, T., Jiang, L., Duhachek, A., Lee, H., Garvey, A. (2022). Do You Mind if I Ask You a Personal Question? How AI Service Agents Alter Consumer Self-Disclosure. Journal of Service Research , 25 (4), 649- 666. Coping and Decision Stra || rature by highlighting its inherent malleability, particularly in marketing contexts such as consumer interactions with artificial intelligence service agents, and how consumers respond to data sharing requests from mobile apps. This underscores the importance of || and balancing strategies, as well as real-world financial outcomes and online reviewing behavior. The PFM scale enables prediction of which market segments are most susceptible to decision contexts. This scale, a valuable toolkit for researchers in t",https://lijiangucla.weebly.com/,
https://business.gwu.edu/liang-larry-yu,"Liang ""Larry"" Yu",0,,,,
https://business.gwu.edu/liesl-riddle,Liesl Riddle,0,,,,
https://business.gwu.edu/lisa-delpy-neirotti,Lisa Delpy Neirotti,0,,,,
https://business.gwu.edu/long-he,Long He,3,Machine Learning; machine learning,"s B.Eng. in Logistics Management and Engineering from HKUST. His current research combines data-driven optimization and machine learning to address practical problems in smart city operations (e.g., shared mobility, last-mile delivery, and urban policing), || ience & Logistics (TSL) Best Paper Award, INFORMS, 2019 M&SOM Journal Best Paper Award, INFORMS, 2019 Teaching DNSC6314 Machine Learning I DNSC6315 Machine Learning II DNSC4282/6280 Supply Chain Analytics DNSC6307 Optimization I DNSC6308 Optimization II ||  Paper Award, INFORMS, 2019 M&SOM Journal Best Paper Award, INFORMS, 2019 Teaching DNSC6314 Machine Learning I DNSC6315 Machine Learning II DNSC4282/6280 Supply Chain Analytics DNSC6307 Optimization I DNSC6308 Optimization II",https://long-he.github.io/,
https://business.gwu.edu/lynda-maddox,Lynda Maddox,0,,,,
https://business.gwu.edu/margaret-ormiston,Margaret Ormiston,0,,,,Faculty_Ormiston_CV_2016.12.pdf
https://business.gwu.edu/marie-matta,Marie Matta,2,Algorithm; Algorithms,"atics, Economics, and Policy Management Studies (Triple Major), Dickinson College Publications Matta, Marie, “A Genetic Algorithm for the Proportionate Multiprocessor Open Shop,” Computers and Operations Research , September 2009, Vol. 36, No. 9, pp || perations Research , September 2009, Vol. 36, No. 9, pp. 2601-2618 Matta, Marie and Elmaghraby, Salah, “Polynomial Time Algorithms for Two Special Classes of the Proportionate Multi-Processor Open Shop,” European Journal of Operational Research , 16 ",,
https://business.gwu.edu/mark-klock,Mark Klock,0,,,,
https://business.gwu.edu/maroun-medlej,Maroun Medlej,0,,,,
https://business.gwu.edu/meghana-ayyagari,Meghana Ayyagari,0,,,https://sites.google.com/view/meghana-ayyagari,
https://business.gwu.edu/meredith-geisler,Meredith Geisler,0,,,,
https://business.gwu.edu/michael-tadesse,Michael Tadesse,7,AI; algorithms,"chnology, psychology, and strategy converge to shape the future of marketing and commerce. He teaches courses including AI Application in Marketing Strategy, Consumer Neuroscience and Persuasion, Digital Marketing in the Age of AI, and Contem || s including AI Application in Marketing Strategy, Consumer Neuroscience and Persuasion, Digital Marketing in the Age of AI, and Contemporary Marketing, blending theory with live, applied projects. His classes operate as innovation labs, where || local businesses to tackle real-world marketing challenges. Rather than relying solely on case studies, students design AI-powered prototypes, debate emerging ideas, and develop vision-driven products that address real market needs. They are  || al consumer-facing brands. An entrepreneur at heart, he has founded ventures in food technology, health technology, and AI-first consulting, helping small and mid-sized businesses understand how to be discovered and trusted in the age of inte || rategy, customer loyalty, digital transformation, hyper-personalization, and consumer psychology. Select Courses Taught AI Application in Marketing Strategy: How hyper-personalization and predictive algorithms are redefining discovery, attrib",https://www.washingtonpost.com/business/2025/09/13/claires-bankruptcy-stores-us-canada/,
https://business.gwu.edu/miguel-lejeune,Miguel Lejeune,8,Algorithm; Algorithms; algorithms,"rom the National Science Foundation (NSF): AMPS: Risk-Averse Optimization for Stressed Power Grids: Models, Theory, and Algorithms (2024–2027). Collaborative Research: A Risk-based Real-Options Approach for Infrastructure Systems Protection Investmen ||  Constraints. Operations Research 57 (3), 650-670, 2009. With P. Bonami. Preprocessing Techniques and Column Generation Algorithms for Stochastically Efficient Demand Trajectories. Journal of the Operational Research Society 59, 1239-1252, 2008. Show || ain Management. Journal of Operations Management 23 (1), 81-100, 2005. With N. Yakova. A Coordinate-Columnwise Exchange Algorithm for the Construction of Supersaturated, Saturated and Non-Saturated Designs. American Journal of Mathematical and Manag || book of Financial Econometrics and Statistics. Eds: C.-F. Lee, J. Lee. Springer, 2013. A Coordinate-Columnwise Exchange Algorithm for the Construction of Supersaturated, Saturated and Non-Saturated Designs. 2004. In: Modern Mathematical, Management, || d the mathematical structure of optimization problems, design computationally efficient model formulations and scalable algorithms, and provide scientific solutions to societal and industry problems. ” Dean’s Best Senior Faculty Research Award . Geor",,
https://business.gwu.edu/mike-provance,Mike Provance,0,,,,
https://business.gwu.edu/min-hwang,Min Hwang,0,,,,
https://business.gwu.edu/murat-tarimcilar,Murat Tarimcilar,0,,,,
https://business.gwu.edu/n-sharon-hill,N. Sharon Hill,0,,,https://hbr.org/2025/02/does-returning-to-the-office-support-your-companys-strategy,nshill_cv_03112025_for_website.pdf
https://business.gwu.edu/neil-cohen,Neil Cohen,0,,,,
https://business.gwu.edu/noel-maurer,Noel Maurer,0,,,,
https://business.gwu.edu/oded-rozenbaum,Oded Rozenbaum,0,,,,cv_rozenbaum_20230206.pdf
https://business.gwu.edu/patrick-hall,Patrick Hall,1,AI,"Patrick Hall Patrick Hall Teaching Assistant Professor of Decision Sciences Chief AI Officer, GW School of Business Contact: Email: Patrick Hall Office Phone: (202) 994-0795 Google Scholar profile Curricu",,jph_cv_current.pdf
https://business.gwu.edu/patrick-mchugh,Patrick McHugh,0,,,,
https://business.gwu.edu/paul-peyser,Paul Peyser,0,,,,
https://business.gwu.edu/philip-w-wirtz,Philip W. Wirtz,0,,,,
https://business.gwu.edu/ravi-achrol,Ravi Achrol,0,,,,
https://business.gwu.edu/raymond-van-dyke,Raymond Van Dyke,0,,,,
https://business.gwu.edu/refik-soyer,Refik Soyer,0,,,,refik_soyer_2025_resume.pdf
https://business.gwu.edu/reid-w-click,Reid W. Click,0,,,,
https://business.gwu.edu/richard-donnelly,Richard Donnelly,0,,,,
https://business.gwu.edu/riddha-basu,Riddha Basu,0,,,,1.BasuR_CV.pdf
https://business.gwu.edu/robert-j-weiner,Robert J. Weiner,0,,,https://iiep.gwu.edu/robert-weiner/,
https://business.gwu.edu/robert-savickas,Robert Savickas,0,,,https://www.savickas.education/Robert,
https://business.gwu.edu/robert-van-order,Robert A. Van Order,0,,,,
https://business.gwu.edu/robin-l-tarpley,Robin L. Tarpley,1,Prediction," Nelson), Accounting Review , Quality of Earnings Conference supplement, 2002. “Contextual Fundamental Analysis and the Prediction of Extreme Returns” (with Charles M.C. Lee and Messod D. Beneish), Review of Accounting Studies , 6, pp. 165-189, 2001.",,
https://business.gwu.edu/rodimiro-rodrigo,Rodimiro Rodrigo,1,automation,"national Business at the George Washington University School of Business (GWSB). His research focuses on the effects of automation on firms and workers. In his current research, he explores the role of organizational change after robot adoption for p",http://www.rodimirorodrigo.com/,
https://business.gwu.edu/rodney-e-lake,Rodney E. Lake,0,,,,
https://business.gwu.edu/roman-terekhin,Roman  Terekhin,0,,,,
https://business.gwu.edu/romi-bhatia,Romi Bhatia,0,,,,
https://business.gwu.edu/salah-hassan,Salah S. Hassan,0,,,https://youtu.be/jF81wMpgbFI,
https://business.gwu.edu/sandy-yi-davis,Sandy Yi-Davis,0,,,,
https://business.gwu.edu/sanjay-jain,Sanjay Jain,0,,,,
https://business.gwu.edu/scheherazade-rehman,Scheherazade Rehman,0,,,https://www.usnews.com/topics/author/scheherazade_rehman,
https://business.gwu.edu/scott-lancaster,Scott Lancaster,0,,,,
https://business.gwu.edu/scott-rezendes,Scott Rezendes,0,,,,
https://business.gwu.edu/seleni-matus,Seleni Matus,0,,,,
https://business.gwu.edu/senay-agca,Senay Agca,0,,,https://sites.google.com/site/senayagcaweb/,
https://business.gwu.edu/sevin-yeltekin,Sevin Yeltekin,4,AI; generative AI,"ent, and oversaw the creation of forward-looking academic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum  ||  oversaw the creation of forward-looking academic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forg || emic programs—including MS degrees in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forged new interdisciplinary partnerships with engineering,  ||  in Business Analytics & Applied AI, and AI in Business. She launched a comprehensive generative AI initiative to embed AI education across the curriculum and forged new interdisciplinary partnerships with engineering, the arts and sciences, ",,
https://business.gwu.edu/shivraj-kanungo,Shivraj Kanungo,0,,,,
https://business.gwu.edu/sok-hyon-kang,Sok-Hyon Kang,0,,,,
https://business.gwu.edu/srinivas-prasad,Srinivas Prasad,0,,,,
https://business.gwu.edu/stephen-oconnor,Stephen O'Connor,0,,,,
https://business.gwu.edu/stephen-young,Stephen Young,0,,,,gwu_curriculum_vitae_stephen_d_young.pdf
https://business.gwu.edu/stuart-levy,Stuart Levy,0,,,,stuart_levy_-_cv_-_11_29_24.docx
https://business.gwu.edu/stuart-umpleby,Stuart Umpleby,0,,,https://blogs.gwu.edu/umpleby/,
https://business.gwu.edu/subhasish-dasgupta,Subhasish Dasgupta,0,,,,
https://business.gwu.edu/sunghun-chung,Sunghun Chung,10,AI; Artificial Intelligence; artificial intelligence; generative AI,"(1) how digital innovations emerge and reconfigure value across ecosystems, and (2) how digital technologies—especially artificial intelligence (AI)—can narrow socioeconomic gaps and foster digital inclusion. His program of research is organized around three inte || ns emerge and reconfigure value across ecosystems, and (2) how digital technologies—especially artificial intelligence (AI)—can narrow socioeconomic gaps and foster digital inclusion. His program of research is organized around three interloc || (platform design, governance, and communication strategies), digital inclusion (fintech access, responsible/transparent AI, and equity in digital markets), and digital innovation (executive incentives, patenting, environmental contingencies,  || earcher at the Desautels Faculty of Management at McGill University. At GWSB, Dr. Chung teaches foundational courses on AI and generative AI at both the undergraduate and graduate levels and partners with startups in the U.S. and Asia on AI-e ||  at the Desautels Faculty of Management at McGill University. At GWSB, Dr. Chung teaches foundational courses on AI and generative AI at both the undergraduate and graduate levels and partners with startups in the U.S. and Asia on AI-enabled decision su",,CV_Sunghun_CHUNG_GWU_Oct2025.pdf
https://business.gwu.edu/susan-l-kulp,Susan L. Kulp,0,,,,kulp_susan_cv_2025.doc
https://business.gwu.edu/terry-hsiao,Terry Hsiao,0,,,,CV Terry Hsiao .pdf
https://business.gwu.edu/theodore-barnhill,Theodore M. Barnhill,0,,,,
https://business.gwu.edu/thomas-choate,Thomas Choate,0,,,,Choate_CV.pdf
https://business.gwu.edu/thomas-debass,Thomas Debass,0,,,http://debass.com/,debass_cv-2025-gw.pdf
https://business.gwu.edu/thomas-p-novak,Thomas Novak,7,AI; Automation; Machine learning; machine learning; natural language processing,"ital marketing. His research interests deal with consumer experience of smart devices and the Internet of Things, using machine learning methods for natural language processing and visualization. He co-founded and co- directed a series of research centers  || interests deal with consumer experience of smart devices and the Internet of Things, using machine learning methods for natural language processing and visualization. He co-founded and co- directed a series of research centers (Project 2000, eLab, the Sloan Center fo || D.L. and T.P. Novak (2025), “Assembling Flow: A Unified Theoretical Framework for Understanding Online Experience in an AI-Powered World,” under review. SSRN: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=548540 Hoffman, D.L. and T.P. N || ary.wiley.com/doi/abs/10.1111/jpim.12767 Novak, T.P. and Hoffman, D.L. (2024) “Exploration and Exploitation in Consumer Automation: Visualizing IoT Interactions with Topological Data Analysis, Journal of the Association for Consumer Research , Specia || ng IoT Interactions with Topological Data Analysis, Journal of the Association for Consumer Research , Special Issue on Automation in Marketing and Consumption, July, 9(3), 282-294. Novak, T.P. and D. L. Hoffman (2023), “Automation Assemblages in the",https://hnresearchgroup.com,thomas-novak-cv-nov2025.pdf
